index,relative_path,category,extension,size_bytes,estimated_records,parse_status,sensitive_keys,observed_keys,sha256
256,public\ocr\lessons_json\lesson-02.json,TEXTBOOK_OCR,.json,7142,1,OK,,aiReadyLines|aiReadyText|cleanText|id|lessonNo|lessonTitle|lineNumber|lines|paragraphNo|pdfPageEnd|pdfPageStart|rawText|text|textbookPageEnd|textbookPageStart|title,9f337fe67d1b2dfb6296e33cc7245d0a08aaedab06426d3afb48a3f34a54c220
257,public\ocr\lessons_json\lesson-03.json,TEXTBOOK_OCR,.json,5999,1,OK,,aiReadyLines|aiReadyText|cleanText|id|lessonNo|lessonTitle|lineNumber|lines|paragraphNo|pdfPageEnd|pdfPageStart|rawText|text|textbookPageEnd|textbookPageStart|title,dd8569c3c776d2f9aede96200628e553b97e1d1bb4aeb547e1c8c013d36ff8be
258,public\ocr\lessons_json\lesson-04.json,TEXTBOOK_OCR,.json,7395,1,OK,,aiReadyLines|aiReadyText|cleanText|id|lessonNo|lessonTitle|lineNumber|lines|paragraphNo|pdfPageEnd|pdfPageStart|rawText|text|textbookPageEnd|textbookPageStart|title,4ec98f9ff214bb1ad8029942810e022e33df2b7f23cc193a7a60d6e151989e43
259,public\ocr\lessons_json\lesson-05.json,TEXTBOOK_OCR,.json,48815,4,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,39bf6c415e4568b9a88f8ab7b71b3bf382592ffcf170d07517687fd4c85f02f0
260,public\ocr\lessons_json\lesson-06.json,TEXTBOOK_OCR,.json,30130,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,1268ccd67ba32e21129a9b2d1d40971d58c9cb33b3f87c023af9c2cb66a1bccf
261,public\ocr\lessons_json\lesson-07.json,TEXTBOOK_OCR,.json,16137,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,ebe959285fc7723d904bce33f47e48cf5efd8c377ffa20eb13741b89b631b34e
262,public\ocr\lessons_json\lesson-08.json,TEXTBOOK_OCR,.json,76574,7,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,cdae389fba06df470550a1630b95233414343279b636ab9c4a6007f807a93303
263,public\ocr\lessons_json\lesson-09.json,TEXTBOOK_OCR,.json,62801,5,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,fedc74385d818dabf82e60e803bcc3f07acd263d43f2002c380fcb1eff93c740
264,public\ocr\lessons_json\lesson-10.json,TEXTBOOK_OCR,.json,63501,4,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,94e0830d539b29bf61301a55a7b5ca113a6faa72d335d1eb6fe044b4d5c6dcb7
265,public\ocr\lessons_json\lesson-11.json,TEXTBOOK_OCR,.json,21937,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,ef13e70f099be01c146208ed720fb0282d7fd7d817f89627840d3c1a9ca147c2
266,public\ocr\lessons_json\lesson-12.json,TEXTBOOK_OCR,.json,50425,3,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,6cdcc5f45ed3301209fea316d4afa8ee8ba1c030df44a608452d445f0b495bf6
267,public\ocr\lessons_json\lesson-13.json,TEXTBOOK_OCR,.json,56168,4,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,db1a58b3d2369411eef6d997e879ca582b5569bbfe1f3679926d9d783ec1553d
268,public\ocr\lessons_json\lesson-14.json,TEXTBOOK_OCR,.json,31635,3,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,c6bf649f071a5b95c2d221bc03ed99a8cde0e150cc6e83ff2d8a10ebeabdb2c7
269,public\ocr\lessons_json\lesson-15.json,TEXTBOOK_OCR,.json,51174,3,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,f95bad2a394ae4c8104988867ab4453e6bb39322793dc90aab7d16d9ca7dd5fa
270,public\ocr\lessons_json\lesson-16.json,TEXTBOOK_OCR,.json,10028,1,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,db25073b06750fbd3ed8b8e657c0977e6218b986e16752d208f314ac86fdcf0c
271,public\ocr\lessons_json\lesson-17.json,TEXTBOOK_OCR,.json,29496,3,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,1eb46524096d80eda20cbe7041a250b618e00e76df0a15ac65ed8cf7f9098fba
272,public\ocr\lessons_json\lesson-18.json,TEXTBOOK_OCR,.json,41654,4,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,95d6a1434a2fe365ef9c20b98cb44a98aabc01dca697f5c1b02407159a5b66fb
273,public\ocr\lessons_json\lesson-19.json,TEXTBOOK_OCR,.json,15673,1,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,5a5bf89d5d9f4ab2aac2031c7ebe9fa194151b06f5a5a68562926b1bcbc78086
274,public\ocr\lessons_json\lesson-20.json,TEXTBOOK_OCR,.json,29063,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,9a9d6b40c6eae645a00cc216174073562ac217758d5cca013e4949b06a398f95
275,public\ocr\lessons_json\lesson-21.json,TEXTBOOK_OCR,.json,42534,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,00544ac625fe83bfb35f838e8ef13fda73bd622dae3d19e189ad4d7891223556
276,public\ocr\lessons_json\lesson-22.json,TEXTBOOK_OCR,.json,54974,3,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,247f6dbb3012d14eabcc0811b3413005d8c16cb3a51666fba555e8853b622db8
277,public\ocr\lessons_json\lesson-23.json,TEXTBOOK_OCR,.json,49936,3,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,a0a11100f871ccf56eb03ce5b933750e7f15287c5f6de9749c71f109ec49944d
278,public\ocr\lessons_json\lesson-24.json,TEXTBOOK_OCR,.json,60371,4,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,fd92e0f1b2e83bd98f4833ebad1ca3c502038053df81d41c245a0c3d94786136
279,public\ocr\lessons_json\lesson-25.json,TEXTBOOK_OCR,.json,57394,3,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,adc1ea1d12fba49ec13041ee8996f6e138cccd5a78791bff28dc7cf8928fa8a0
280,public\ocr\lessons_json\lesson-26.json,TEXTBOOK_OCR,.json,60599,5,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,37d5aba88f87ba2d86453eeb1aed721cc05c815c0ef3002a643f1bf75ee13878
281,public\ocr\lessons_json\lesson-27.json,TEXTBOOK_OCR,.json,13292,1,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,d49a53dae2ee9bb549b9e22748bcd104f902721e897539a9bc3ef517c4b6d202
282,public\ocr\lessons_json\lesson-28.json,TEXTBOOK_OCR,.json,19398,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,33ceeb71367073127bb43866cd35db7a4f6419df7af9b9c347b4bce96dc7ddd1
283,public\ocr\lessons_json\lesson-29.json,TEXTBOOK_OCR,.json,21020,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,33bf95fb31893b537033d705a9b28c82072f8250eead4753acaf622bb0e4bfb9
284,public\ocr\lessons_json\lesson-30.json,TEXTBOOK_OCR,.json,24722,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,009f3017cca9134564db46c551e75ccafee36cb600a2ef725e4c64761fb55fdd
285,public\ocr\lessons_json\lesson-31.json,TEXTBOOK_OCR,.json,12635,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,69bb5ec51d493fa6c95b05202c67bf182cf3bc1bb76869f904e564f380450cf1
286,public\ocr\lessons_json\lesson-32.json,TEXTBOOK_OCR,.json,34251,2,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,16646302414ee4edd7d55c3a968a220cbe8304df20baa4c18909398bda1ce851
287,public\ocr\lessons_json\lesson-33.json,TEXTBOOK_OCR,.json,52081,7,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,a23ed48f4b2305d68c95e620d73572df3b1efa64abdcc0c31ce22b108d366bf2
288,public\ocr\lessons_json\sample-question.json,TEXTBOOK_OCR,.json,178197,10,OK,,aiReadyLines|aiReadyText|cleanLines|cleanText|id|lessonNo|lines|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|text|textbookPage|textbookPageEnd|textbookPageStart|title,914e3860754832330d76d664874a6f14dfa5fb2b874d2b2279348f16280865ac
