record_id,book_id,class_level,subject,page_number,lesson_number,lesson_title,text_source,character_count,word_count,line_count,alpha_ratio,usable_for_rag,training_candidate,quality_flags,source_file,alternate_candidate_count,candidate_text_versions,text_sha256
class7-english-page-0109,class7-english,7,English,109,,,aiReadyText,389,65,8,0.8123,True,True,,public\ocr\books\class7-english\pages\page-109.json,0,1,12b273a12b9699147fa0aac5cded8eb23c60c05dde0176f060d32604c17a853b
class7-english-page-0110,class7-english,7,English,110,,,aiReadyText,1598,292,26,0.776,True,True,,public\ocr\books\class7-english\pages\page-110.json,0,1,06840fd0c869e4756d8237ad25275c7a50cfd9d8f39d9045ca45668f63fc1d5e
class7-english-page-0111,class7-english,7,English,111,,,aiReadyText,855,163,25,0.7778,True,True,,public\ocr\books\class7-english\pages\page-111.json,0,1,36ec0e23efe72c1bcece7d42d26ea119818afc5066da5a965f5264bfd6a166c2
class7-english-page-0112,class7-english,7,English,112,,,aiReadyText,894,173,25,0.7573,True,True,,public\ocr\books\class7-english\pages\page-112.json,0,1,226e0d16d46080f5f546f250ce7326d1510c8fa23b93f42b904cf812eb0c74bf
class7-english-page-0113,class7-english,7,English,113,,,aiReadyText,1764,307,34,0.7715,True,True,,public\ocr\books\class7-english\pages\page-113.json,0,1,c63dc341aefb6b303c17caa0c00239afe43704e49a18a79b310058f6cb77b8fe
class7-english-page-0114,class7-english,7,English,114,,,aiReadyText,748,123,22,0.8048,True,True,,public\ocr\books\class7-english\pages\page-114.json,0,1,c76f3f2866a3424e37ef24a607bec03924130d20a33382ce6a36c96c2f02c113
class7-english-page-0115,class7-english,7,English,115,,,aiReadyText,1781,283,29,0.7894,True,True,,public\ocr\books\class7-english\pages\page-115.json,0,1,f7fa99a79e641ee1c14ea6c85e7fc1799156091199e2c347b6aab4c7cf843724
class7-english-page-0116,class7-english,7,English,116,,,aiReadyText,1499,242,25,0.7772,True,True,,public\ocr\books\class7-english\pages\page-116.json,0,1,8bba256aff8a6a2c1d1d70873759050a754a71880cb4271515d486037c1d84f1
class7-english-page-0117,class7-english,7,English,117,,,aiReadyText,195,33,7,0.8256,True,True,,public\ocr\books\class7-english\pages\page-117.json,0,1,4045b6fe22ca0cff0ab57faa37e1edc6d5fc43daafc9cddc0fd5a366dee9f111
class7-english-page-0118,class7-english,7,English,118,,,aiReadyText,1433,269,26,0.7474,True,True,,public\ocr\books\class7-english\pages\page-118.json,0,1,afe90c46e97ab4cb35e782d5a8125875ce69f3f63c4617e14c9d7f19c6c7ce30
class7-english-page-0119,class7-english,7,English,119,,,aiReadyText,1853,307,33,0.7928,True,True,,public\ocr\books\class7-english\pages\page-119.json,0,1,863f115e9b95c12b5023a7e0bc3fc2a392f3c036026e7e3c4936096f2e45a61e
class7-english-page-0120,class7-english,7,English,120,,,aiReadyText,2166,376,35,0.7793,True,True,,public\ocr\books\class7-english\pages\page-120.json,0,1,d6d55a3de512a21285b4d702a806eb5572b73da0083a101ff94805c4a4681700
class7-english-page-0121,class7-english,7,English,121,,,aiReadyText,2320,406,32,0.7944,True,True,,public\ocr\books\class7-english\pages\page-121.json,0,1,df179efa6a9f19f5f5c8b4ddfd8c181bb82c03574fa8ffa9eb33e47469f2cafd
class7-english-page-0122,class7-english,7,English,122,,,aiReadyText,161,27,4,0.7888,True,True,,public\ocr\books\class7-english\pages\page-122.json,0,1,26805f7ab1c67090f8aff36a6fe594a847cdeb7dbcb6247f50ff284247122374
class8-english-page-0001,class8-english,8,English,1,,,aiReadyText,54,7,1,0.8519,True,False,TOO_SHORT|TOO_FEW_WORDS,public\ocr\books\class8-english\pages\page-001.json,0,1,179d24424a1686ccd22326f87681ae6db49e645c23b92f19b888c590967a5da7
class8-english-page-0002,class8-english,8,English,2,,,aiReadyText,139,23,3,0.7842,True,True,,public\ocr\books\class8-english\pages\page-002.json,0,1,502c339502cd3d1e8f529c6d9ca9eab4e9ef0a6891570788e16887c2f0e6c2a3
class8-english-page-0003,class8-english,8,English,3,,,aiReadyText,452,66,12,0.7566,True,True,,public\ocr\books\class8-english\pages\page-003.json,0,1,e321e2a94d076f18023ed6bc9ec2b3208e3fd613d6d2b0f0acc6711c9251f969
class8-english-page-0004,class8-english,8,English,4,,,aiReadyText,3165,495,40,0.818,True,True,,public\ocr\books\class8-english\pages\page-004.json,0,1,99e01e9ef304599f7ba62c044b57aceec8688a70d4a5961d4abb2632d0358edf
class8-english-page-0005,class8-english,8,English,5,,,aiReadyText,398,74,12,0.6281,True,True,,public\ocr\books\class8-english\pages\page-005.json,0,1,22dd86de65befc2c27865f9d6f0890c85f11fe018afc94e5357c33607b3c1000
